transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
LJJH685A7R09NL,6.59085E+15,dki,Bajragin Najmudin,M,1986,3H,Jelambar - Kota,1,P00294,Sawah Besar Arah Selatan,-6.157368,106.818661,4,4/4/2023 17:31,P00292,Harmoni Arah Selatan,-6.162687,106.81992,5,4/4/2023 19:07,
SPTM430Z8H75SI,4.96371E+18,brizzi,Ophelia Firmansyah,M,2000,14,,1,B03885P,Sbr. Jembatan Sukamulya III,-6.170489,106.85205,3,4/4/2023 16:18,B06067P,Sunter Muara 1,-6.144331,106.85745,10,4/4/2023 18:16,3500
WWZK696M5H79EM,2.13105E+14,emoney,"Sutan Garda Tampubolon, S.Pd",M,1956,JAK.49,Lebak Bulus - Cipulir,1,B02948P,Pool Taksi Tanah Kusir,-6.254506,106.77741,13,4/4/2023 17:47,B00813P,ITC Cipulir,-6.237701,106.76515,53,4/4/2023 19:17,0
GAJN330R6Y58DG,3.42876E+14,emoney,Marsito Melani,F,2010,7A,Kampung Rambutan - Lebak Bulus,0,B00400P,Gg. Ali,-6.307683,106.87636,2,4/4/2023 16:00,B01857P,Kebagusan Raya,-6.296314,106.82703,18,4/4/2023 17:53,3500
NJAT772N7M07VU,4.74448E+18,brizzi,Galur Riyanti,F,1980,JAK.44,Andara - Stasiun Universitas Pancasila,1,B05464P,St. Lenteng Agung 2,-6.331342,106.83467,7,4/4/2023 17:19,B04591P,Sbr. Yayasan Al Azhar Syuhada,-6.326612,106.8207,17,4/4/2023 18:16,0
BBNR971P8R95PC,4.90928E+18,brizzi,Bakiman Budiman,F,1981,7Q,Blok M - PGC,0,B03889P,Sbr. Kalibata Square,-6.255574,106.85167,26,4/4/2023 16:32,B02771P,Pertigaan Dewi Sartika,-6.258864,106.864131,29,4/4/2023 17:42,3500
VKPB781N4U46ZF,2.26744E+15,dki,"R.M. Simon Wastuti, S.T.",F,1995,JAK.20,Cawang UKI - Lubang Buaya,1,B02109P,Lakesgilut TNI AU 2,-6.287858,106.89803,3,4/4/2023 17:17,B04464P,Sbr. SMPN 128,-6.279045,106.88927,9,4/4/2023 18:57,0
THOG605I6H63II,4.61337E+18,brizzi,"Lurhur Prasetya, S.E.I",M,1991,1M,Meruya - Blok M,1,B01947P,Kel. Srengseng,-6.203472,106.75694,29,4/4/2023 17:39,B05411P,SPBU Meruya Ilir,-6.19749,106.75352,34,4/4/2023 19:08,3500
JDWJ785A8F15OU,4.6645E+18,brizzi,Darman Puspasari,F,1996,JAK.118,Taman Waduk Papanggo - Kota Tua,1,B04521P,Sbr. Taman BMW,-6.12629,106.85763,26,4/4/2023 16:30,B06076P,Sbr. SDN Sunter Agung 09,-6.127635,106.85913,28,4/4/2023 18:09,0
PQBC871G1G55CY,3.41371E+14,emoney,Pia Simanjuntak,F,1977,JAK.36,Cilangkap - Cililitan,0,B04333P,Sbr. SDN Dukuh 01,-6.287962,106.87417,31,4/4/2023 16:02,B04211P,Sbr. PLN Kramat Jati,-6.283302,106.8716,35,4/4/2023 17:34,0
AWQY665Z0B52OM,3.02767E+13,bni,"Teguh Wijaya, S.Pt",F,1981,5C,PGC - Juanda,1,P00154,Pasar Jatinegara,-6.215744,106.86632,10,4/4/2023 16:10,P00070,Gelanggang Remaja,-6.235445,106.86795,13,4/4/2023 17:16,3500
YDHW647H6C26QV,3.54919E+15,dki,"T. Gangsa Hutasoit, S.IP",M,1985,JAK.27,Pulo Gebang - Rorotan,0,B02280P,Masjid At Taqwa Karang Tengah,-6.151522,106.97204,45,4/4/2023 17:05,B04942P,Simpang KH Abdulloh Karang Tengah 1,-6.147051,106.97188,47,4/4/2023 18:31,0
XBIP624O4G32IK,2.67937E+15,dki,"Dina Zulkarnain, M.M.",M,1991,B11,Summarecon Bekasi - BNN,1,P00297,BNN LRT,-6.245863,106.871143,0,4/4/2023 17:03,P00236,Summarecon Bekasi,-6.225566,107.00281,6,4/4/2023 17:56,3500
HLZO495E1H42UG,4.10489E+18,brizzi,Tgk. Uda Gunarto,F,1996,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,1,B03395P,Pal Batu 3,-6.225075,106.84149,2,4/4/2023 17:21,B04907P,Simpang Kawi Raya,-6.209476,106.83322,11,4/4/2023 19:09,3500
LWZT457A5H13BY,4.54725E+18,brizzi,Padmi Marpaung,F,1992,4E,Rusun Jatinegara Kaum - Pulo Gadung,1,B02997P,Pulo Gadung,-6.183245,106.90868,0,4/4/2023 16:55,B01620P,Jln. Swadaya Pln,-6.20965,106.90171,9,4/4/2023 18:26,0
BKJW367H5E99SZ,3.5604E+15,dki,"drg. Gawati Uyainah, S.T.",M,1994,JAK.13,Tanah Abang - Jembatan Lima,0,B04381P,Sbr. Sekolah Bhineka Tunggal Ika,-6.15058,106.80752,29,4/4/2023 17:43,B02580P,Ps. Asemka,-6.140507,106.81149,38,4/4/2023 18:48,0
WXFJ698B5T16SD,3.52899E+15,dki,Narji Waskita,M,1985,JIS3,Harmoni - Jakarta International Stadium,0,P00095,JIS,-6.126689,106.85587,0,4/4/2023 16:10,P00097,Juanda,-6.168048,106.83089,11,4/4/2023 17:28,3500
MVJX795W4W62IH,3.53568E+15,dki,"Dr. Gamanto Winarsih, S.Ked",F,1991,JAK.84,Terminal Kampung Melayu - Kapin Raya,1,B05825P,Univ. Borobudur 2,-6.241463,106.89608,28,4/4/2023 17:28,,Awab Dalam,-6.224877,106.8696,44,4/4/2023 19:19,0
UACV826T0R64CS,3.45353E+14,emoney,Ir. Salwa Yuniar,F,2005,2H,Rusun Jati Rawasari - Senen,0,B06668P,Bengkel Jln. Letjen Suprapto,-6.174721,106.85362,3,4/4/2023 17:49,B03199P,RSPAD 1,-6.176162,106.83987,5,4/4/2023 19:04,0
PEJT134O8V38DI,4.71991E+15,dki,Umar Pradana,M,2003,JAK.08,Roxy - Benhil,0,B05924P,Yayasan Muhammadiyah 1,-6.197045,106.81442,22,4/4/2023 16:28,B04121P,Sbr. Pam Jaya DKI,-6.203461,106.80803,29,4/4/2023 17:45,0
BAOS144B9O28NX,4.70999E+12,online,"Cut Gabriella Haryanti, S.Sos",M,1974,T21,Palem Semi - Bundaran Senayan,0,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,9,4/4/2023 16:48,,,,,,,20000
HDNT344B6T71ZC,6.01114E+15,dki,Kariman Rajata,M,1971,8E,Bintaro - Blok M,1,,Pool Express Tanah Kusir,-6.255345,106.76911,18,4/4/2023 17:43,B01154P,Jln. IKPN Bintaro,-6.25997,106.76787,19,4/4/2023 19:04,3500
MRBK931W6P46BV,2.13137E+14,emoney,drg. Gawati Maryadi,M,1992,JAK.23,Senen - Pisangan Baru,0,B06428P,Jln. Galur Sari Barat 2,-6.200101,106.864719,34,4/4/2023 17:46,B06431P,SDN Utan Kayu Selatan 23 Pagi,-6.203858,106.87078,37,4/4/2023 19:23,0
KYLZ849J9E10GL,3.57042E+15,dki,"Gawati Damanik, S.E.",F,2010,5C,PGC - Juanda,1,P00021,Budi Utomo,-6.166063,106.83906,1,4/4/2023 16:26,P00118,Kramat Sentiong,-6.18798,106.84595,3,4/4/2023 18:10,3500
DUPX996J1M20FD,2.1319E+14,emoney,Fathonah Anggraini,M,2006,6M,Stasiun Manggarai - Blok M,1,P00121,Kuningan Timur,-6.234731,106.82902,8,4/4/2023 17:35,P00160,Patra Kuningan,-6.232677,106.832087,9,4/4/2023 19:34,3500
SUUT508W7E92FI,4.81762E+15,dki,"Dina Halimah, S.Psi",F,1993,JAK.07,Tanah Abang - Grogol via Tawakal,1,B02311P,Masjid Jami Al Hidayah Tomang,-6.171444,106.79616,9,4/4/2023 16:23,,Sbr. Masjid Jami Baiturrahman Tomang,-6.172505,106.80357,18,4/4/2023 17:19,0
VXFV299Y3U65GM,3.51871E+15,dki,Hasna Manullang,F,1977,JAK.22,Dwikora - Penas Kalimalang,0,B02433P,Mess Wirayudha 2,-6.242076,106.88072,11,4/4/2023 17:24,B00234P,Cawang Soetoyo 1,-6.24544,106.87548,16,4/4/2023 18:41,0
VRVY940O4E51JX,4.34529E+15,dki,"Dasa Hastuti, S.Psi",M,1984,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,0,B06590P,Sbr. Jln. Komplek Yuka,-6.12603,106.91702,18,4/4/2023 16:17,B06604P,Simpang Jln. Pegangsaan Dua,-6.18223,106.9185,40,4/4/2023 17:22,0
NMUR822N5S54PT,4.37577E+15,dki,Ghaliyati Prayoga,F,1987,5D,PGC 1 - Ancol,1,P00003,Ancol,-6.127563,106.83039,0,4/4/2023 16:36,P00092,Jembatan Merah,-6.146731,106.83427,3,4/4/2023 18:24,3500
GHBM708J8J32PI,3.57374E+15,dki,"Hj. Hesti Wijaya, S.IP",F,1994,JAK.21,Cililitan - Dwikora,0,B03186P,RSAU Dr Esnawan Antariska 2,-6.256569,106.89139,22,4/4/2023 16:31,B02295P,Masjid Darul Huda 1,-6.249332,106.89109,29,4/4/2023 17:32,0
ZTZZ519W2G29UV,3.44423E+14,emoney,dr. Gasti Budiyanto,M,1998,5C,PGC - Juanda,1,P00031,Cawang Otista,-6.243607,106.86876,14,4/4/2023 16:50,P00033,Cawang UKI,-6.250309,106.8736,17,4/4/2023 18:41,3500
UZQJ655A2T80RR,6.01162E+15,dki,"Cut Agnes Thamrin, S.Psi",F,1970,JAK.26,Rawamangun - Duren Sawit,0,B05069P,Simpang Persahabatan Raya,-6.206364,106.88575,41,4/4/2023 16:58,B00769P,HKBP Rawamangun,-6.196463,106.88597,45,4/4/2023 17:58,0
GKDY395B4X16PA,3.50806E+15,dki,Jasmani Sirait,M,1975,L13E,Puri Beta - Kuningan (Express),1,P00001,Adam Malik,-6.236466,106.74786,10,4/4/2023 17:31,P00198,Puri Beta 2,-6.230532,106.72371,11,4/4/2023 19:04,3500
VGDX360Q4U42VI,5.70918E+11,flazz,Mumpuni Gunarto,F,1998,,,1,P00196,Pulo Mas Bypass,-6.176953,106.876,8,4/4/2023 16:23,P00182,Plumpang Pertamina Arah Utara,-6.12848,106.8937,13,4/4/2023 17:57,3500
NACD866N1W94UV,1.80001E+14,emoney,"Ir. Yani Sihombing, S.H.",M,1973,12P,,0,B00168P,Boulevard Inspeksi Kali Sunter,-6.151094,106.88901,8,4/4/2023 17:17,P00240,Sunter Karya,-6.137625,106.87081,11,4/4/2023 18:52,3500
EAVV819J7D39FY,1.80065E+14,emoney,"Dt. Murti Salahudin, S.T.",F,2008,JAK.64,Lenteng Agung - Aseli,0,B04217P,Sbr. Polsek Jagakarsa,-6.350808,106.80775,6,4/4/2023 17:35,B05219P,Simpang Warung Sila Rindang,-6.345472,106.81167,10,4/4/2023 19:25,0
JFQY249G7U58DY,3.01583E+13,bni,R. Yani Ardianto,F,1984,9N,Pinang Ranti - Pramuka,1,P00016,BKN,-6.257751,106.87,0,4/4/2023 17:09,P00179,Pinang Ranti,-6.291075,106.88634,2,4/4/2023 18:14,3500
TEPD451U0B93LN,3.45712E+14,emoney,Kawaya Oktaviani,M,2009,1T,Cibubur - Balai Kota,0,B00248P,Cibubur Junction,-6.368735,106.89366,0,4/4/2023 17:19,B03314P,MH Thamrin 2,-6.188238,106.82277,12,4/4/2023 18:18,20000
CDCZ240G8D49RF,3.52141E+15,dki,Karma Narpati,F,1994,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,0,B02333P,Masjid Jami Asy Syakirin,-6.351203,106.80153,7,4/4/2023 16:45,B06847P,Sbr. Gg. Cermai,-6.324671,106.811372,19,4/4/2023 18:35,0
LGIX155J7I92UO,3.76899E+14,emoney,Luhung Hutapea,F,1981,1F,Stasiun Palmerah - Bundaran Senayan,1,P00217,Senayan JCC Arah Barat,-6.213906,106.80841,2,4/4/2023 16:06,P00230,St. Palmerah,-6.208908,106.79706,6,4/4/2023 17:02,3500
STLK870Z0J42OT,4.96649E+12,online,Eka Yolanda,M,1998,B21,Bekasi Timur - Cawang,0,P00022,Bulak Kapal 1,-6.250708,107.02395,4,4/4/2023 16:04,B01728P,Jatibening 1,-6.257161,106.94651,12,4/4/2023 18:02,3500
LYUZ149N1A77CS,3.56594E+15,dki,Oliva Saefullah,F,1987,12C,Rusun Waduk Pluit - Penjaringan,1,B06295P,Gg. VIII Muara Baru,-6.122869,106.80402,3,4/4/2023 17:34,B03299P,Rusun Waduk Pluit,-6.111456,106.80022,6,4/4/2023 18:25,0
UBYE750I8M13IF,2.40768E+15,dki,Irfan Damanik,M,1993,14,Jakarta International Stadium - Senen,0,B05556P,Sunter Muara,-6.144072,106.85763,7,4/4/2023 17:27,B03201P,RSPAD 3,-6.175462,106.83922,18,4/4/2023 18:47,3500
PWZT011J1V38YZ,6.76369E+11,flazz,"Tgk. Puput Hartati, S.Psi",F,1982,2F,Rusun Cakung Barat - Pulo Gadung,0,B06188P,SMK Nurul Huda,-6.17684,106.93592,4,4/4/2023 17:39,B03298P,Rusun Tipar Cakung,-6.171493,106.93731,5,4/4/2023 19:21,0
UKYC391M7N48HV,2.48494E+15,dki,"Tgk. Joko Maryadi, M.Ak",M,1981,13C,Puri Beta - Dukuh Atas,1,P00200,Rawa Barat,-6.238947,106.81624,7,4/4/2023 16:47,P00136,Mayestik,-6.241921,106.79077,10,4/4/2023 18:26,3500
XWYZ782X4V38FM,3.01007E+13,bni,"Galak Budiman, S.Pt",F,2008,1,Blok M - Kota,1,P00051,Dukuh Atas,-6.205702,106.82223,13,4/4/2023 17:25,P00133,Masjid Agung,-6.236483,106.79845,19,4/4/2023 18:24,3500
VLRB860C7A91WV,3.56057E+15,dki,"Lasmanto Suwarno, S.Psi",M,1997,JAK.01,Tanjung Priok - Plumpang,0,B01080P,Jln. Gorontalo II,-6.11345,106.88277,5,4/4/2023 16:27,B05308P,SMKN 12,-6.115571,106.88546,18,4/4/2023 17:49,0
BRGX895C4W78PQ,4.88038E+18,brizzi,Drs. Betania Wahyuni,M,2010,JAK.120,JIS - Terminal Muara Angke,1,B01158P,Jln. Industri I,-6.147508,106.83679,27,4/4/2023 16:17,B06082P,BNN Jakarta Utara,-6.132871,106.86411,37,4/4/2023 17:22,0
UWNV488A1G62VU,3.52827E+15,dki,"Jamalia Zulkarnain, S.Gz",F,1988,4B,Stasiun Manggarai - UI,1,B00105P,Balai Sudirman,-6.227043,106.84742,38,4/4/2023 16:08,B03126P,RS Budi Jaya,-6.218825,106.84519,42,4/4/2023 18:05,3500
RCYL084O6O18YM,4.19945E+18,brizzi,"Nadine Andriani, S.IP",M,1974,7C,Cibubur - BKN,1,P00016,BKN,-6.257751,106.87,0,4/4/2023 17:26,B00248P,Cibubur Junction,-6.368735,106.89366,2,4/4/2023 18:41,3500
MBUZ192B3G92HB,4.45008E+15,dki,"Ani Wasita, M.Pd",M,2004,8C,Kebayoran Lama - Tanah Abang,0,B03266P,Rusun Benhil,-6.201418,106.80789,16,4/4/2023 17:51,P00083,Jak Lingko Tanah Abang,-6.185496,106.81105,29,4/4/2023 19:24,3500
RQFG896H5R26RG,4.3064E+15,dki,dr. Raharja Prastuti,M,1991,JAK.85,Bintara - Cipinang Indah,0,B04542P,Sbr. TDP,-6.245574,106.90948,35,4/4/2023 17:51,B00283P,CPI Belakang 2,-6.237257,106.89416,43,4/4/2023 19:07,0
DIRC827O9L35KW,4.94678E+12,online,Wirda Yuliarti,M,1990,5,Matraman Baru - Ancol,1,P00224,Slamet Riyadi,-6.208533,106.85929,13,4/4/2023 16:55,P00154,Pasar Jatinegara,-6.215744,106.86632,15,4/4/2023 17:56,3500
TOHU800O9B63QV,3.57579E+15,dki,"KH. Argono Nashiruddin, S.Gz",M,1988,11N,Rusun Cipinang Muara - Jatinegara,1,B02604P,Ps. Enjo 2,-6.214775,106.87785,2,4/4/2023 16:43,B03678P,Sbr. Jln. Cipinang Jaya,-6.214238,106.88701,5,4/4/2023 18:27,0
WERX532M9O57NB,5.12541E+15,dki,"drg. Usyi Halimah, S.E.",F,2004,JAK.10,Tanah Abang - Kota,0,B05450P,St. Jayakarta 2,-6.140453,106.82291,31,4/4/2023 17:36,B04385P,Sbr. Sekolah Fajar Sion,-6.138169,106.81723,33,4/4/2023 19:22,0
LNHV081M9L52MM,3.50711E+15,dki,Gatra Rahayu,M,1946,6V,Ragunan - Gelora Bung Karno,1,P00133,Masjid Agung,-6.236483,106.79845,2,4/4/2023 16:16,P00259,Tirtayasa,-6.239207,106.80777,4,4/4/2023 17:09,3500
LKKR237F4V31KP,4.20356E+18,brizzi,drg. Tantri Situmorang,F,1983,12,Tanjung Priok - Pluit,0,P00170,Penjaringan,-6.126306,106.79203,17,4/4/2023 16:23,P00181,Pluit,-6.115795,106.79037,18,4/4/2023 17:53,3500
YKKS646J6X38WC,4.88039E+12,online,"Elvin Saragih, S.Ked",F,1991,JAK.36,Cilangkap - Cililitan,0,B04290P,Sbr. RS Moh Ridwan Meuraksa,-6.294767,106.88167,26,4/4/2023 17:10,B00914P,Jln. Batu Tumbuh,-6.272596,106.86722,46,4/4/2023 18:21,0
PWJL751U9C78ZQ,1.8001E+14,emoney,Elvina Hardiansyah,F,1991,2E,Rusun Rawa Bebek - Kodamar,0,B00131P,Bermis 2,-6.178353,106.89841,26,4/4/2023 17:17,B03003P,Pulo Mas 2,-6.174677,106.892419,28,4/4/2023 18:54,0
CNKH326I4L75XI,3.72168E+14,emoney,"KH. Cager Najmudin, S.IP",M,1976,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,0,B02378P,Masjid Raya Al Musyawarah Kelapa Gading 2,-6.155338,106.90963,33,4/4/2023 17:37,B06604P,Simpang Jln. Pegangsaan Dua,-6.18223,106.9185,40,4/4/2023 18:40,0
URDG248Z5A53RA,4.89415E+15,dki,"Baktianto Suartini, S.I.Kom",M,2002,JAK.14,Tanah Abang - Meruya,0,B04661P,Sekolah Tarsisius 2,-6.199502,106.7824,35,4/4/2023 16:09,B03247P,Ruko Meruya Ilir,-6.197437,106.75067,57,4/4/2023 17:50,0
IZPN974J3L49TR,3.77951E+14,emoney,Keisha Prayoga,F,1982,JAK.20,Cawang UKI - Lubang Buaya,1,B06798P,Jln. Gorda,-6.289593,106.89598,5,4/4/2023 16:56,B05750P,TK Angkasa 5,-6.261783,106.88613,28,4/4/2023 17:50,0
RKER457E6N53CR,4.9748E+15,dki,Gangsar Siregar,M,1996,2A,Pulo Gadung - Rawa Buaya via Balai Kota,0,P00176,Petojo,-6.169984,106.81698,15,4/4/2023 16:40,,Jelambar,-6.166548,106.78651,18,4/4/2023 18:33,3500
SKGQ556F3O28ID,5.60124E+11,flazz,"Harjaya Lazuardi, S.E.",F,1973,JAK.07,Tanah Abang - Grogol via Tawakal,0,B05604P,Taman Juang 2,-6.179604,106.80554,26,4/4/2023 16:44,B04055P,Sbr. Masjid Jami Al Hidayah Tomang,-6.171452,106.79612,43,4/4/2023 17:57,0
BOKX334T8E95VB,6.76202E+11,flazz,"Dr. Ilyas Lestari, M.Ak",F,1991,JAK.41,Kampung Melayu - Pulo Gadung,1,B00444P,Gg. Gading II Pisangan Timur,-6.205063,106.88175,19,4/4/2023 16:48,B01732P,Jatinegara Timur,-6.220486,106.86825,35,4/4/2023 18:46,0
UIUA057R7N76XR,4.12212E+12,online,"Cahyono Firmansyah, S.Pd",M,1992,M10,PGC 2 - Tanjung Priok,0,P00168,Penas Kalimalang,-6.23907,106.878,4,4/4/2023 17:25,P00035,Cempaka Mas,-6.165888,106.8792,14,4/4/2023 19:02,3500
HMCW036B6H02WG,1.80075E+14,emoney,"Dr. Laswi Usamah, S.Ked",F,1959,7Q,Blok M - PGC,0,B01510P,Jln. Poncol Jaya 2,-6.239441,106.81883,9,4/4/2023 17:18,B02878P,PLN Duren Tiga 2,-6.254234,106.83445,19,4/4/2023 18:48,3500
OOTX858F1F48WG,3.4092E+14,emoney,Niyaga Habibi,F,2006,JAK.86,Term. Rawamangun - Term. Manggarai,0,B06542P,Sbr. RPTRA Pesona Manggarai,-6.213105,106.85284,24,4/4/2023 17:33,B06543P,St. Manggarai,-6.210961,106.85129,25,4/4/2023 18:45,0
GQDE281M9G00SV,4.94197E+18,brizzi,Widya Nuraini,F,1994,M3,Kalideres - Bundaran HI via Veteran,0,P00208,RS Sumber Waras,-6.166294,106.79675,5,4/4/2023 17:12,P00087,Jelambar,-6.166548,106.78651,7,4/4/2023 19:00,3500
IJII317W8V46SF,3.70311E+14,emoney,Putu Sihombing,M,1995,8A,Jelambar - Juanda,1,P00209,RS Tarakan,-6.171146,106.81011,3,4/4/2023 17:06,P00087,Jelambar,-6.166548,106.78651,6,4/4/2023 18:28,3500
UOQV844Q8L02CP,4.23864E+15,dki,"H. Yahya Handayani, S.I.Kom",F,1994,1E,Pondok Labu - Blok M,1,B01001P,Jln. Cilandak V,-6.287313,106.79558,14,4/4/2023 16:46,B02538P,One Belpark 1,-6.304695,106.79445,18,4/4/2023 17:58,3500
ZASZ626N2A39LL,4.71937E+15,dki,Nasab Megantara,F,1997,3A,Rusun Pesakih - Kalideres,0,B03286P,Rusun Pesakih,-6.161468,106.71698,0,4/4/2023 17:57,B01798P,Kalideres 1,-6.154249,106.70544,5,4/4/2023 19:15,0
LFLV906Q9M61GK,3.04283E+13,bni,Estiawan Hastuti,M,2008,M7B,BKN - Blok M,0,P00177,PGC 1,-6.262494,106.86635,1,4/4/2023 16:42,B06577P,Blok M Jalur 2,-6.243369,106.80188,24,4/4/2023 17:48,
YPUW226M3B21TN,3.40632E+14,emoney,Elisa Samosir,F,1996,5D,PGC 1 - Ancol,0,P00092,Jembatan Merah,-6.146731,106.83427,17,4/4/2023 16:53,,,,,,,3500
NVDC707A5K81GF,4.0097E+12,online,Luwar Prabowo,M,1966,JAK.07,Tanah Abang - Grogol via Tawakal,1,B01787P,JPO Blok G,-6.188861,106.81135,30,4/4/2023 17:15,P00083,Jak Lingko Tanah Abang,-6.185496,106.81105,31,4/4/2023 18:24,0
COKA202W0W55JE,2.24084E+15,dki,Hafshah Laksmiwati,F,1999,1M,Meruya - Blok M,1,B00856P,Jln. Anggrek Srengseng,-6.19818,106.75616,31,4/4/2023 17:45,B03261P,Ruko Taman Kb. Jeruk,-6.197388,106.74818,37,4/4/2023 19:09,3500
IRKX386H3L08HI,6.01174E+15,dki,Darimin Mardhiyah,F,1981,2E,Rusun Rawa Bebek - Kodamar,1,B01807P,Kampung Padaengan 2,-6.189465,106.93484,11,4/4/2023 16:40,B00082P,At Thahiriah 2,-6.210011,106.93809,20,4/4/2023 18:29,0
NPYA355I6J82TF,4.94898E+12,online,Balapati Gunarto,M,1977,9F,Rusun Tambora - Pluit,1,P00090,Jembatan Dua,-6.143279,106.79352,3,4/4/2023 17:55,B03295P,Rusun Tambora,-6.147327,106.798676,4,4/4/2023 19:27,0
BXFM357H2J58IT,4.96401E+12,online,Cahyono Mustofa,M,1984,11Q,Kampung Melayu - Pulo Gebang via BKT,0,B00198P,Budhaya Santo Agustinus,-6.220866,106.92346,7,4/4/2023 16:35,P00015,Bidara Cina,-6.229724,106.86721,27,4/4/2023 18:23,3500
ICNA950E2X41UO,6.54284E+15,dki,Aurora Nasyiah,M,1991,M4,Pulo Gadung 2 - Dukuh Atas 2,0,P00269,Velodrome,-6.193468,106.8883,5,4/4/2023 17:37,P00077,Halimun,-6.205137,106.83338,14,4/4/2023 19:27,3500
YEGH518J8U79ND,2.2513E+15,dki,Zelda Kuswoyo,M,2002,9H,Blok M - Universitas Indonesia,0,B02017P,Komplek Al,-6.297741,106.84018,11,4/4/2023 17:13,B02300P,Masjid Guru Amin,-6.258186,106.8434,26,4/4/2023 18:52,3500
FPEQ486C1B06OP,5.65432E+11,flazz,"Azalea Setiawan, S.E.",F,2007,10D,Kampung Rambutan - Tanjung Priok,1,P00101,Kampung Rambutan,-6.309885,106.88216,0,4/4/2023 16:24,P00241,Sunter Kelapa Gading Arah Utara,-6.1429,106.89076,12,4/4/2023 17:25,3500
TECW452O5P19ZD,3.54882E+15,dki,"Dr. Luthfi Sihombing, M.TI.",F,1998,13D,Puri Beta - Ragunan,0,P00259,Tirtayasa,-6.239207,106.80777,10,4/4/2023 17:59,P00085,Jati Padang,-6.285431,106.82626,19,4/4/2023 19:46,3500
YWOE085K2X45AG,4.70524E+15,dki,"dr. Laswi Pranowo, S.Pd",F,2012,5N,Kampung Melayu - Ragunan,0,B00358P,Flyover Kampung Melayu,-6.22506,106.86483,2,4/4/2023 16:05,B03197P,RSIA Kemang,-6.285839,106.8188,36,4/4/2023 17:53,3500
IRNF660X2I76VY,2.13149E+14,emoney,Kambali Mandasari,F,2005,JAK.49,Lebak Bulus - Cipulir,1,B02940P,Pool Express Tanah Kusir,-6.255345,106.76911,16,4/4/2023 17:18,B00147P,Bintaro Park VIew,-6.257977,106.75969,25,4/4/2023 18:44,0
BULZ233Q7Y18SX,2.13127E+14,emoney,Viktor Zulkarnain,M,1987,JIS3,Harmoni - Jakarta International Stadium,0,B02734P,Pengadilan Negeri Jakut,-6.126807,106.85654,3,4/4/2023 17:59,,,,,,,3500
XFKU252C8B80RY,3.58577E+15,dki,Ibun Kusumo,F,1967,9D,Pasar Minggu - Tanah Abang,1,B00694P,Grand Sahid,-6.210975,106.82059,31,4/4/2023 17:04,B01639P,Jln. Taman Kb. Sirih,-6.182295,106.81661,41,4/4/2023 18:11,3500
NISL462G2Y22PY,6.30487E+11,flazz,"H. Aswani Megantara, M.M.",M,2008,1P,Senen - Blok M,0,B05775P,Tosari 3,-6.200069,106.82335,20,4/4/2023 17:23,B05637P,Taman Patimura,-6.232872,106.80081,30,4/4/2023 19:21,3500
MEVO013F3E90JC,4.32614E+18,brizzi,Murti Kurniawan,M,2010,6T,Pasar Minggu - Velbak,1,B06740P,Sbr. Jln. Barito II,-6.248808,106.795903,7,4/4/2023 16:42,B06746P,Sbr. Jln. Pangeran Antasari,-6.275209,106.808665,17,4/4/2023 17:58,3500
FQCM119F9L13WT,3.50395E+15,dki,Artanto Manullang,M,1987,JAK.26,Rawamangun - Duren Sawit,1,B02077P,Koperasi Serba Usaha,-6.222036,106.89954,38,4/4/2023 17:52,B03135P,RS Duren Sawit 2,-6.232262,106.91019,49,4/4/2023 19:17,0
HENH919J9Z51GX,6.58194E+15,dki,Puti Siregar,M,1976,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1,B01677P,Jln. Teluk Mandar 2,-6.238944,106.91004,21,4/4/2023 16:40,B03289P,Rusun Pondok Bambu,-6.241583,106.91085,22,4/4/2023 17:39,0
WNCG589H2W37GW,3.0472E+13,bni,"Gamblang Pradipta, M.Farm",M,2004,5F,Kampung Melayu - Tanah Abang,1,B00115P,UPT. LLHD 2,-6.225501,106.83489,16,4/4/2023 17:01,B03318P,Sawo Kecik Raya,-6.224852,106.85489,21,4/4/2023 18:18,3500
QWIT057Z2A80KC,6.01153E+15,dki,Rina Saragih,M,1984,JAK.73,Jambore Cibubur - Pasar Rebo,0,B04720P,Simpang Belly 1,-6.332931,106.86756,12,4/4/2023 16:49,B04721P,Simpang Belly 2,-6.332179,106.86749,13,4/4/2023 17:57,0
IVVT468V6O07IG,3.01641E+13,bni,Daliono Adriansyah,F,2012,12,Tanjung Priok - Pluit,1,P00069,Gedong Panjang,-6.132617,106.80596,3,4/4/2023 17:20,P00171,Permai Koja Arah Utara,-6.11413,106.89309,18,4/4/2023 19:14,3500
